year,state,votes,candidate,party,short_state
2000,New Mexico,286783,"Gore, Al",Democratic,NM
2000,New York,4113791,"Gore, Al",Democratic,NY
2000,North Carolina,1257692,"Gore, Al",Democratic,NC
2000,North Dakota,95284,"Gore, Al",Democratic,ND
2000,Ohio,2186190,"Gore, Al",Democratic,OH
2000,Oklahoma,474276,"Gore, Al",Democratic,OK
2000,Oregon,720342,"Gore, Al",Democratic,OR
2000,Pennsylvania,2485967,"Gore, Al",Democratic,PA
2000,Rhode Island,249508,"Gore, Al",Democratic,RI
2000,South Carolina,566039,"Gore, Al",Democratic,SC
2000,South Dakota,118804,"Gore, Al",Democratic,SD
2000,Tennessee,981720,"Gore, Al",Democratic,TN
2000,Texas,2433746,"Gore, Al",Democratic,TX
2000,Utah,203053,"Gore, Al",Democratic,UT
2000,Vermont,149022,"Gore, Al",Democratic,VT
2000,Virginia,1217290,"Gore, Al",Democratic,VA
2000,Washington,1247652,"Gore, Al",Democratic,WA
2000,West Virginia,295497,"Gore, Al",Democratic,WV
2000,Wisconsin,1242987,"Gore, Al",Democratic,WI
2000,Wyoming,60481,"Gore, Al",Democratic,WY
2000,Washington DC,171923,"Gore, Al",Democratic,DC
2000,Alabama,944409,"Bush, George W.",Republican,AL
2000,Alaska,167398,"Bush, George W.",Republican,AK
2000,Arizona,781652,"Bush, George W.",Republican,AZ
2000,Arkansas,472940,"Bush, George W.",Republican,AR
2000,California,4567429,"Bush, George W.",Republican,CA
2000,Colorado,883745,"Bush, George W.",Republican,CO
2000,Connecticut,561094,"Bush, George W.",Republican,CT
2000,Delaware,137288,"Bush, George W.",Republican,DE
2000,Florida,2912790,"Bush, George W.",Republican,FL
2000,Georgia,1419720,"Bush, George W.",Republican,GA
2000,Hawaii,137845,"Bush, George W.",Republican,HI
2000,Idaho,336937,"Bush, George W.",Republican,ID
2000,Illinois,2019421,"Bush, George W.",Republican,IL
2000,Indiana,1245836,"Bush, George W.",Republican,IN
2000,Iowa,634373,"Bush, George W.",Republican,IA
2000,Kansas,622332,"Bush, George W.",Republican,KS
2000,Kentucky,872492,"Bush, George W.",Republican,KY
2000,Louisiana,927871,"Bush, George W.",Republican,LA
2000,Maine,286616,"Bush, George W.",Republican,ME
2000,Maryland,813797,"Bush, George W.",Republican,MD
2000,Massachusetts,878502,"Bush, George W.",Republican,MA
2000,Michigan,1953139,"Bush, George W.",Republican,MI
2000,Minnesota,1109659,"Bush, George W.",Republican,MN
2000,Mississippi,573230,"Bush, George W.",Republican,MS
2000,Missouri,1189924,"Bush, George W.",Republican,MO
2000,Montana,240178,"Bush, George W.",Republican,MT
2000,Nebraska,433862,"Bush, George W.",Republican,NE
2000,Nevada,301575,"Bush, George W.",Republican,NV
2000,New Hampshire,273559,"Bush, George W.",Republican,NH
2000,New Jersey,1284173,"Bush, George W.",Republican,NJ
2000,New Mexico,286417,"Bush, George W.",Republican,NM
2000,New York,2405676,"Bush, George W.",Republican,NY
2000,North Carolina,1631163,"Bush, George W.",Republican,NC
2000,North Dakota,174852,"Bush, George W.",Republican,ND
2000,Ohio,2351209,"Bush, George W.",Republican,OH
2000,Oklahoma,744337,"Bush, George W.",Republican,OK
2000,Oregon,713577,"Bush, George W.",Republican,OR
2000,Pennsylvania,2281127,"Bush, George W.",Republican,PA
2000,Rhode Island,130555,"Bush, George W.",Republican,RI
2000,South Carolina,786426,"Bush, George W.",Republican,SC
2000,South Dakota,190700,"Bush, George W.",Republican,SD
2000,Tennessee,1061949,"Bush, George W.",Republican,TN
2000,Texas,3799639,"Bush, George W.",Republican,TX
2000,Utah,515096,"Bush, George W.",Republican,UT
2000,Vermont,119775,"Bush, George W.",Republican,VT
2000,Virginia,1437490,"Bush, George W.",Republican,VA
2000,Washington,1108864,"Bush, George W.",Republican,WA
2000,West Virginia,336475,"Bush, George W.",Republican,WV
2000,Wisconsin,1237279,"Bush, George W.",Republican,WI
2000,Wyoming,147947,"Bush, George W.",Republican,WY
2000,Washington DC,18073,"Bush, George W.",Republican,DC
2000,Alabama,18349,"Nader, Ralph",Green,AL
2000,Alaska,28747,"Nader, Ralph",Green,AK
2000,Arizona,45645,"Nader, Ralph",Green,AZ
2000,Arkansas,13421,"Nader, Ralph",Green,AR
2000,California,418707,"Nader, Ralph",Green,CA
2000,Colorado,91434,"Nader, Ralph",Green,CO
2000,Connecticut,64452,"Nader, Ralph",Green,CT
2000,Delaware,8307,"Nader, Ralph",Green,DE
2000,Florida,97488,"Nader, Ralph",Green,FL
2000,Georgia,13432,"Nader, Ralph",Green,GA
2000,Hawaii,21623,"Nader, Ralph",Green,HI
2000,Idaho,12292,"Nader, Ralph",Green,ID
2000,Illinois,103759,"Nader, Ralph",Green,IL
2000,Indiana,18531,"Nader, Ralph",Green,IN
2000,Iowa,29374,"Nader, Ralph",Green,IA
2000,Kansas,36086,"Nader, Ralph",Green,KS
2000,Kentucky,23192,"Nader, Ralph",Green,KY
2000,Louisiana,20473,"Nader, Ralph",Green,LA
2000,Maine,37127,"Nader, Ralph",Green,ME
2000,Maryland,53768,"Nader, Ralph",Green,MD
2000,Massachusetts,173564,"Nader, Ralph",Green,MA
2000,Michigan,84165,"Nader, Ralph",Green,MI
2000,Minnesota,126696,"Nader, Ralph",Green,MN
2000,Mississippi,8126,"Nader, Ralph",Green,MS
2000,Missouri,38515,"Nader, Ralph",Green,MO
2000,Montana,24437,"Nader, Ralph",Green,MT
2000,Nebraska,24540,"Nader, Ralph",Green,NE
2000,Nevada,15008,"Nader, Ralph",Green,NV
2000,New Hampshire,22198,"Nader, Ralph",Green,NH
2000,New Jersey,94554,"Nader, Ralph",Green,NJ
2000,New Mexico,21251,"Nader, Ralph",Green,NM
2000,New York,244398,"Nader, Ralph",Green,NY
2000,North Carolina,0,"Nader, Ralph",Green,NC
2000,North Dakota,9497,"Nader, Ralph",Green,ND
2000,Ohio,117857,"Nader, Ralph",Green,OH
2000,Oklahoma,0,"Nader, Ralph",Green,OK
2000,Oregon,77357,"Nader, Ralph",Green,OR
2000,Pennsylvania,103392,"Nader, Ralph",Green,PA
2000,Rhode Island,25052,"Nader, Ralph",Green,RI
2000,South Carolina,20279,"Nader, Ralph",Green,SC
2000,South Dakota,0,"Nader, Ralph",Green,SD
2000,Tennessee,19781,"Nader, Ralph",Green,TN
2000,Texas,137994,"Nader, Ralph",Green,TX
2000,Utah,35850,"Nader, Ralph",Green,UT
2000,Vermont,20374,"Nader, Ralph",Green,VT
2000,Virginia,59398,"Nader, Ralph",Green,VA
2000,Washington,103002,"Nader, Ralph",Green,WA
2000,West Virginia,10680,"Nader, Ralph",Green,WV
2000,Wisconsin,94070,"Nader, Ralph",Green,WI
2000,Wyoming,4625,"Nader, Ralph",Green,WY
2000,Washington DC,10576,"Nader, Ralph",Green,DC
1996,Alabama,662165,"Clinton, Bill",Democratic,AL
1996,Alaska,80380,"Clinton, Bill",Democratic,AK
1996,Arizona,653288,"Clinton, Bill",Democratic,AZ
1996,Arkansas,475171,"Clinton, Bill",Democratic,AR
1996,California,5119835,"Clinton, Bill",Democratic,CA
1996,Colorado,671152,"Clinton, Bill",Democratic,CO
1996,Connecticut,735740,"Clinton, Bill",Democratic,CT
1996,Delaware,140355,"Clinton, Bill",Democratic,DE
1996,Florida,2546870,"Clinton, Bill",Democratic,FL
1996,Georgia,1053849,"Clinton, Bill",Democratic,GA
1996,Hawaii,205012,"Clinton, Bill",Democratic,HI
1996,Idaho,165443,"Clinton, Bill",Democratic,ID
1996,Illinois,2341744,"Clinton, Bill",Democratic,IL
1996,Indiana,887424,"Clinton, Bill",Democratic,IN
1996,Iowa,620258,"Clinton, Bill",Democratic,IA
1996,Kansas,387659,"Clinton, Bill",Democratic,KS
1996,Kentucky,636614,"Clinton, Bill",Democratic,KY
1996,Louisiana,927837,"Clinton, Bill",Democratic,LA
1996,Maine,312788,"Clinton, Bill",Democratic,ME
1996,Maryland,966207,"Clinton, Bill",Democratic,MD
1996,Massachusetts,1571763,"Clinton, Bill",Democratic,MA
1996,Michigan,1989653,"Clinton, Bill",Democratic,MI
1996,Minnesota,1120438,"Clinton, Bill",Democratic,MN
1996,Mississippi,394022,"Clinton, Bill",Democratic,MS
1996,Missouri,1025935,"Clinton, Bill",Democratic,MO
1996,Montana,167922,"Clinton, Bill",Democratic,MT
1996,Nebraska,236761,"Clinton, Bill",Democratic,NE
1996,Nevada,203974,"Clinton, Bill",Democratic,NV
1996,New Hampshire,246214,"Clinton, Bill",Democratic,NH
1996,New Jersey,1652329,"Clinton, Bill",Democratic,NJ
1996,New Mexico,273495,"Clinton, Bill",Democratic,NM
1996,New York,3756177,"Clinton, Bill",Democratic,NY
1996,North Carolina,1107849,"Clinton, Bill",Democratic,NC
1996,North Dakota,106905,"Clinton, Bill",Democratic,ND
1996,Ohio,2148222,"Clinton, Bill",Democratic,OH
1996,Oklahoma,488105,"Clinton, Bill",Democratic,OK
1996,Oregon,649641,"Clinton, Bill",Democratic,OR
1996,Pennsylvania,2215819,"Clinton, Bill",Democratic,PA
1996,Rhode Island,233050,"Clinton, Bill",Democratic,RI
1996,South Carolina,504051,"Clinton, Bill",Democratic,SC
1996,South Dakota,139333,"Clinton, Bill",Democratic,SD
1996,Tennessee,909146,"Clinton, Bill",Democratic,TN
1996,Texas,2459683,"Clinton, Bill",Democratic,TX
1996,Utah,221633,"Clinton, Bill",Democratic,UT
1996,Vermont,137894,"Clinton, Bill",Democratic,VT
1996,Virginia,1091060,"Clinton, Bill",Democratic,VA
1996,Washington,1123323,"Clinton, Bill",Democratic,WA
1996,West Virginia,327812,"Clinton, Bill",Democratic,WV
1996,Wisconsin,1071971,"Clinton, Bill",Democratic,WI
1996,Wyoming,77934,"Clinton, Bill",Democratic,WY
1996,Washington DC,158220,"Clinton, Bill",Democratic,DC
1996,Alabama,769044,"Dole, Bob",Republican,AL
1996,Alaska,122746,"Dole, Bob",Republican,AK
1996,Arizona,622073,"Dole, Bob",Republican,AZ
1996,Arkansas,325416,"Dole, Bob",Republican,AR
1996,California,3828380,"Dole, Bob",Republican,CA
1996,Colorado,691848,"Dole, Bob",Republican,CO
1996,Connecticut,483109,"Dole, Bob",Republican,CT
1996,Delaware,99062,"Dole, Bob",Republican,DE
1996,Florida,2244536,"Dole, Bob",Republican,FL
1996,Georgia,1080843,"Dole, Bob",Republican,GA
1996,Hawaii,113943,"Dole, Bob",Republican,HI
1996,Idaho,256595,"Dole, Bob",Republican,ID
1996,Illinois,1587021,"Dole, Bob",Republican,IL
1996,Indiana,1006693,"Dole, Bob",Republican,IN
1996,Iowa,492644,"Dole, Bob",Republican,IA
1996,Kansas,583245,"Dole, Bob",Republican,KS
1996,Kentucky,623283,"Dole, Bob",Republican,KY
1996,Louisiana,712586,"Dole, Bob",Republican,LA
1996,Maine,186378,"Dole, Bob",Republican,ME
1996,Maryland,681530,"Dole, Bob",Republican,MD
1996,Massachusetts,718107,"Dole, Bob",Republican,MA
1996,Michigan,1481212,"Dole, Bob",Republican,MI
1996,Minnesota,766476,"Dole, Bob",Republican,MN
1996,Mississippi,439838,"Dole, Bob",Republican,MS
1996,Missouri,890016,"Dole, Bob",Republican,MO
1996,Montana,179652,"Dole, Bob",Republican,MT
1996,Nebraska,363467,"Dole, Bob",Republican,NE
1996,Nevada,199244,"Dole, Bob",Republican,NV
1996,New Hampshire,196532,"Dole, Bob",Republican,NH
1996,New Jersey,1103078,"Dole, Bob",Republican,NJ
1996,New Mexico,232751,"Dole, Bob",Republican,NM
1996,New York,1933492,"Dole, Bob",Republican,NY
1996,North Carolina,1225938,"Dole, Bob",Republican,NC
1996,North Dakota,125050,"Dole, Bob",Republican,ND
1996,Ohio,1859883,"Dole, Bob",Republican,OH
1996,Oklahoma,582315,"Dole, Bob",Republican,OK
1996,Oregon,538152,"Dole, Bob",Republican,OR
1996,Pennsylvania,1801169,"Dole, Bob",Republican,PA
1996,Rhode Island,104683,"Dole, Bob",Republican,RI
1996,South Carolina,573458,"Dole, Bob",Republican,SC
1996,South Dakota,150543,"Dole, Bob",Republican,SD
1996,Tennessee,863530,"Dole, Bob",Republican,TN
1996,Texas,2736167,"Dole, Bob",Republican,TX
1996,Utah,361911,"Dole, Bob",Republican,UT
1996,Vermont,80352,"Dole, Bob",Republican,VT
1996,Virginia,1138350,"Dole, Bob",Republican,VA
1996,Washington,840712,"Dole, Bob",Republican,WA
1996,West Virginia,233946,"Dole, Bob",Republican,WV
1996,Wisconsin,845029,"Dole, Bob",Republican,WI
1996,Wyoming,105388,"Dole, Bob",Republican,WY
1996,Washington DC,17339,"Dole, Bob",Republican,DC
1996,Alabama,92149,"Perot, Ross",Reform,AL
1996,Alaska,26333,"Perot, Ross",Reform,AK
1996,Arizona,112072,"Perot, Ross",Reform,AZ
1996,Arkansas,69884,"Perot, Ross",Reform,AR
1996,California,697847,"Perot, Ross",Reform,CA
1996,Colorado,99629,"Perot, Ross",Reform,CO
1996,Connecticut,139523,"Perot, Ross",Reform,CT
1996,Delaware,28719,"Perot, Ross",Reform,DE
1996,Florida,483870,"Perot, Ross",Reform,FL
1996,Georgia,146337,"Perot, Ross",Reform,GA
1996,Hawaii,27358,"Perot, Ross",Reform,HI
1996,Idaho,62518,"Perot, Ross",Reform,ID
1996,Illinois,346408,"Perot, Ross",Reform,IL
1996,Indiana,224299,"Perot, Ross",Reform,IN
1996,Iowa,105159,"Perot, Ross",Reform,IA
1996,Kansas,92639,"Perot, Ross",Reform,KS
1996,Kentucky,120396,"Perot, Ross",Reform,KY
1996,Louisiana,123293,"Perot, Ross",Reform,LA
1996,Maine,85970,"Perot, Ross",Reform,ME
1996,Maryland,115812,"Perot, Ross",Reform,MD
1996,Massachusetts,227217,"Perot, Ross",Reform,MA
1996,Michigan,336670,"Perot, Ross",Reform,MI
1996,Minnesota,257704,"Perot, Ross",Reform,MN
1996,Mississippi,52222,"Perot, Ross",Reform,MS
1996,Missouri,217188,"Perot, Ross",Reform,MO
1996,Montana,55229,"Perot, Ross",Reform,MT
1996,Nebraska,71278,"Perot, Ross",Reform,NE
1996,Nevada,43986,"Perot, Ross",Reform,NV
1996,New Hampshire,48390,"Perot, Ross",Reform,NH
1996,New Jersey,262134,"Perot, Ross",Reform,NJ
1996,New Mexico,32257,"Perot, Ross",Reform,NM
1996,New York,503458,"Perot, Ross",Reform,NY
1996,North Carolina,168059,"Perot, Ross",Reform,NC
1996,North Dakota,32515,"Perot, Ross",Reform,ND
1996,Ohio,483207,"Perot, Ross",Reform,OH
1996,Oklahoma,130788,"Perot, Ross",Reform,OK
1996,Oregon,121221,"Perot, Ross",Reform,OR
1996,Pennsylvania,430984,"Perot, Ross",Reform,PA
1996,Rhode Island,43723,"Perot, Ross",Reform,RI
1996,South Carolina,64386,"Perot, Ross",Reform,SC
1996,South Dakota,31250,"Perot, Ross",Reform,SD
1996,Tennessee,105918,"Perot, Ross",Reform,TN
1996,Texas,378537,"Perot, Ross",Reform,TX
1996,Utah,66461,"Perot, Ross",Reform,UT
1996,Vermont,31024,"Perot, Ross",Reform,VT
1996,Virginia,159861,"Perot, Ross",Reform,VA
1996,Washington,201003,"Perot, Ross",Reform,WA
1996,West Virginia,71639,"Perot, Ross",Reform,WV
1996,Wisconsin,227339,"Perot, Ross",Reform,WI
1996,Wyoming,25928,"Perot, Ross",Reform,WY
1996,Washington DC,3611,"Perot, Ross",Reform,DC
1992,Alabama,690080,"Clinton, Bill",Democratic,AL
1992,Alaska,78294,"Clinton, Bill",Democratic,AK
1992,Arizona,543050,"Clinton, Bill",Democratic,AZ
1992,Arkansas,505823,"Clinton, Bill",Democratic,AR
1992,California,5121325,"Clinton, Bill",Democratic,CA
1992,Colorado,629681,"Clinton, Bill",Democratic,CO
1992,Connecticut,682318,"Clinton, Bill",Democratic,CT
1992,Delaware,126054,"Clinton, Bill",Democratic,DE
1992,Florida,2072698,"Clinton, Bill",Democratic,FL
1992,Georgia,1008966,"Clinton, Bill",Democratic,GA
1992,Hawaii,179310,"Clinton, Bill",Democratic,HI
1992,Idaho,137013,"Clinton, Bill",Democratic,ID
1992,Illinois,2453350,"Clinton, Bill",Democratic,IL
1992,Indiana,848420,"Clinton, Bill",Democratic,IN
1992,Iowa,586353,"Clinton, Bill",Democratic,IA
1992,Kansas,390434,"Clinton, Bill",Democratic,KS
1992,Kentucky,665104,"Clinton, Bill",Democratic,KY
1992,Louisiana,815971,"Clinton, Bill",Democratic,LA
1992,Maine,263420,"Clinton, Bill",Democratic,ME
1992,Maryland,988571,"Clinton, Bill",Democratic,MD
1992,Massachusetts,1318662,"Clinton, Bill",Democratic,MA
1992,Michigan,1871182,"Clinton, Bill",Democratic,MI
1992,Minnesota,1020997,"Clinton, Bill",Democratic,MN
1992,Mississippi,400258,"Clinton, Bill",Democratic,MS
1992,Missouri,1053873,"Clinton, Bill",Democratic,MO
1992,Montana,154507,"Clinton, Bill",Democratic,MT
1992,Nebraska,217344,"Clinton, Bill",Democratic,NE
1992,Nevada,189148,"Clinton, Bill",Democratic,NV
1992,New Hampshire,209040,"Clinton, Bill",Democratic,NH
1992,New Jersey,1436206,"Clinton, Bill",Democratic,NJ
1992,New Mexico,261617,"Clinton, Bill",Democratic,NM
1992,New York,3444450,"Clinton, Bill",Democratic,NY
1992,North Carolina,1114042,"Clinton, Bill",Democratic,NC
1992,North Dakota,99168,"Clinton, Bill",Democratic,ND
1992,Ohio,1984942,"Clinton, Bill",Democratic,OH
1992,Oklahoma,473066,"Clinton, Bill",Democratic,OK
1992,Oregon,621314,"Clinton, Bill",Democratic,OR
1992,Pennsylvania,2239164,"Clinton, Bill",Democratic,PA
1992,Rhode Island,213299,"Clinton, Bill",Democratic,RI
1992,South Carolina,479514,"Clinton, Bill",Democratic,SC
1992,South Dakota,124888,"Clinton, Bill",Democratic,SD
1992,Tennessee,933521,"Clinton, Bill",Democratic,TN
1992,Texas,2281815,"Clinton, Bill",Democratic,TX
1992,Utah,183429,"Clinton, Bill",Democratic,UT
1992,Vermont,133592,"Clinton, Bill",Democratic,VT
1992,Virginia,1038650,"Clinton, Bill",Democratic,VA
1992,Washington,993037,"Clinton, Bill",Democratic,WA
1992,West Virginia,331001,"Clinton, Bill",Democratic,WV
1992,Wisconsin,1041066,"Clinton, Bill",Democratic,WI
1992,Wyoming,68160,"Clinton, Bill",Democratic,WY
1992,Washington DC,192619,"Clinton, Bill",Democratic,DC
1992,Alabama,804283,"Bush, George H.W.",Republican,AL
1992,Alaska,102000,"Bush, George H.W.",Republican,AK
1992,Arizona,572086,"Bush, George H.W.",Republican,AZ
1992,Arkansas,337324,"Bush, George H.W.",Republican,AR
1992,California,3630574,"Bush, George H.W.",Republican,CA
1992,Colorado,562850,"Bush, George H.W.",Republican,CO
1992,Connecticut,578313,"Bush, George H.W.",Republican,CT
1992,Delaware,102313,"Bush, George H.W.",Republican,DE
1992,Florida,2173310,"Bush, George H.W.",Republican,FL
1992,Georgia,995252,"Bush, George H.W.",Republican,GA
1992,Hawaii,136822,"Bush, George H.W.",Republican,HI
1992,Idaho,202645,"Bush, George H.W.",Republican,ID
1992,Illinois,1734096,"Bush, George H.W.",Republican,IL
1992,Indiana,989375,"Bush, George H.W.",Republican,IN
1992,Iowa,504891,"Bush, George H.W.",Republican,IA
1992,Kansas,449951,"Bush, George H.W.",Republican,KS
1992,Kentucky,617178,"Bush, George H.W.",Republican,KY
1992,Louisiana,733386,"Bush, George H.W.",Republican,LA
1992,Maine,206504,"Bush, George H.W.",Republican,ME
1992,Maryland,707094,"Bush, George H.W.",Republican,MD
1992,Massachusetts,805049,"Bush, George H.W.",Republican,MA
1992,Michigan,1554940,"Bush, George H.W.",Republican,MI
1992,Minnesota,747841,"Bush, George H.W.",Republican,MN
1992,Mississippi,487793,"Bush, George H.W.",Republican,MS
1992,Missouri,811159,"Bush, George H.W.",Republican,MO
1992,Montana,144207,"Bush, George H.W.",Republican,MT
1992,Nebraska,344346,"Bush, George H.W.",Republican,NE
1992,Nevada,175828,"Bush, George H.W.",Republican,NV
1992,New Hampshire,202484,"Bush, George H.W.",Republican,NH
1992,New Jersey,1356865,"Bush, George H.W.",Republican,NJ
1992,New Mexico,212824,"Bush, George H.W.",Republican,NM
1992,New York,2346649,"Bush, George H.W.",Republican,NY
1992,North Carolina,1134661,"Bush, George H.W.",Republican,NC
1992,North Dakota,136244,"Bush, George H.W.",Republican,ND
1992,Ohio,1894310,"Bush, George H.W.",Republican,OH
1992,Oklahoma,592929,"Bush, George H.W.",Republican,OK
1992,Oregon,475757,"Bush, George H.W.",Republican,OR
1992,Pennsylvania,1791841,"Bush, George H.W.",Republican,PA
1992,Rhode Island,131601,"Bush, George H.W.",Republican,RI
1992,South Carolina,577507,"Bush, George H.W.",Republican,SC
1992,South Dakota,136718,"Bush, George H.W.",Republican,SD
1992,Tennessee,841300,"Bush, George H.W.",Republican,TN
1992,Texas,2496071,"Bush, George H.W.",Republican,TX
1992,Utah,322632,"Bush, George H.W.",Republican,UT
1992,Vermont,88122,"Bush, George H.W.",Republican,VT
1992,Virginia,1150517,"Bush, George H.W.",Republican,VA
1992,Washington,731234,"Bush, George H.W.",Republican,WA
1992,West Virginia,241974,"Bush, George H.W.",Republican,WV
1992,Wisconsin,930855,"Bush, George H.W.",Republican,WI
1992,Wyoming,79347,"Bush, George H.W.",Republican,WY
1992,Washington DC,20698,"Bush, George H.W.",Republican,DC
1992,Alabama,183109,"Perot, Ross",Independent,AL
1992,Alaska,73481,"Perot, Ross",Independent,AK
1992,Arizona,353741,"Perot, Ross",Independent,AZ
1992,Arkansas,99132,"Perot, Ross",Independent,AR
1992,California,2296006,"Perot, Ross",Independent,CA
1992,Colorado,366010,"Perot, Ross",Independent,CO
1992,Connecticut,348771,"Perot, Ross",Independent,CT
1992,Delaware,59213,"Perot, Ross",Independent,DE
1992,Florida,1053067,"Perot, Ross",Independent,FL
1992,Georgia,309657,"Perot, Ross",Independent,GA
1992,Hawaii,53003,"Perot, Ross",Independent,HI
1992,Idaho,130395,"Perot, Ross",Independent,ID
1992,Illinois,840515,"Perot, Ross",Independent,IL
1992,Indiana,455934,"Perot, Ross",Independent,IN
1992,Iowa,253468,"Perot, Ross",Independent,IA
1992,Kansas,312358,"Perot, Ross",Independent,KS
1992,Kentucky,203944,"Perot, Ross",Independent,KY
1992,Louisiana,211478,"Perot, Ross",Independent,LA
1992,Maine,206820,"Perot, Ross",Independent,ME
1992,Maryland,281414,"Perot, Ross",Independent,MD
1992,Massachusetts,632312,"Perot, Ross",Independent,MA
1992,Michigan,824813,"Perot, Ross",Independent,MI
1992,Minnesota,562506,"Perot, Ross",Independent,MN
1992,Mississippi,85626,"Perot, Ross",Independent,MS
1992,Missouri,518741,"Perot, Ross",Independent,MO
1992,Montana,107225,"Perot, Ross",Independent,MT
1992,Nebraska,174687,"Perot, Ross",Independent,NE
1992,Nevada,132580,"Perot, Ross",Independent,NV
1992,New Hampshire,121337,"Perot, Ross",Independent,NH
1992,New Jersey,521829,"Perot, Ross",Independent,NJ
1992,New Mexico,91895,"Perot, Ross",Independent,NM
1992,New York,1090721,"Perot, Ross",Independent,NY
1992,North Carolina,357864,"Perot, Ross",Independent,NC
1992,North Dakota,71084,"Perot, Ross",Independent,ND
1992,Ohio,1036426,"Perot, Ross",Independent,OH
1992,Oklahoma,319878,"Perot, Ross",Independent,OK
1992,Oregon,354091,"Perot, Ross",Independent,OR
1992,Pennsylvania,902667,"Perot, Ross",Independent,PA
1992,Rhode Island,105045,"Perot, Ross",Independent,RI
1992,South Carolina,138872,"Perot, Ross",Independent,SC
1992,South Dakota,73295,"Perot, Ross",Independent,SD
1992,Tennessee,199968,"Perot, Ross",Independent,TN
1992,Texas,1354781,"Perot, Ross",Independent,TX
1992,Utah,203400,"Perot, Ross",Independent,UT
1992,Vermont,65991,"Perot, Ross",Independent,VT
1992,Virginia,348639,"Perot, Ross",Independent,VA
1992,Washington,541780,"Perot, Ross",Independent,WA
1992,West Virginia,108829,"Perot, Ross",Independent,WV
1992,Wisconsin,544479,"Perot, Ross",Independent,WI
1992,Wyoming,51263,"Perot, Ross",Independent,WY
1992,Washington DC,9681,"Perot, Ross",Independent,DC
1988,Alabama,549506,"Dukakis, Michael",Democratic,AL
1988,Alaska,72584,"Dukakis, Michael",Democratic,AK
1988,Arizona,454029,"Dukakis, Michael",Democratic,AZ
1988,Arkansas,349237,"Dukakis, Michael",Democratic,AR
1988,California,4702233,"Dukakis, Michael",Democratic,CA
1988,Colorado,621453,"Dukakis, Michael",Democratic,CO
1988,Connecticut,676584,"Dukakis, Michael",Democratic,CT
1988,Delaware,108647,"Dukakis, Michael",Democratic,DE
1988,Florida,1656701,"Dukakis, Michael",Democratic,FL
1988,Georgia,714792,"Dukakis, Michael",Democratic,GA
1988,Hawaii,192364,"Dukakis, Michael",Democratic,HI
1988,Idaho,147272,"Dukakis, Michael",Democratic,ID
1988,Illinois,2215940,"Dukakis, Michael",Democratic,IL
1988,Indiana,860643,"Dukakis, Michael",Democratic,IN
1988,Iowa,670557,"Dukakis, Michael",Democratic,IA
1988,Kansas,422636,"Dukakis, Michael",Democratic,KS
1988,Kentucky,580368,"Dukakis, Michael",Democratic,KY
1988,Louisiana,717460,"Dukakis, Michael",Democratic,LA
1988,Maine,243569,"Dukakis, Michael",Democratic,ME
1988,Maryland,826304,"Dukakis, Michael",Democratic,MD
1988,Massachusetts,1401406,"Dukakis, Michael",Democratic,MA
1988,Michigan,1675783,"Dukakis, Michael",Democratic,MI
1988,Minnesota,1109471,"Dukakis, Michael",Democratic,MN
1988,Mississippi,363921,"Dukakis, Michael",Democratic,MS
1988,Missouri,1001619,"Dukakis, Michael",Democratic,MO
1988,Montana,168936,"Dukakis, Michael",Democratic,MT
1988,Nebraska,259646,"Dukakis, Michael",Democratic,NE
1988,Nevada,132738,"Dukakis, Michael",Democratic,NV
1988,New Hampshire,163696,"Dukakis, Michael",Democratic,NH
1988,New Jersey,1320352,"Dukakis, Michael",Democratic,NJ
1988,New Mexico,244497,"Dukakis, Michael",Democratic,NM
1988,New York,3347882,"Dukakis, Michael",Democratic,NY
1988,North Carolina,890167,"Dukakis, Michael",Democratic,NC
1988,North Dakota,127739,"Dukakis, Michael",Democratic,ND
1988,Ohio,1939629,"Dukakis, Michael",Democratic,OH
1988,Oklahoma,483423,"Dukakis, Michael",Democratic,OK
1988,Oregon,616206,"Dukakis, Michael",Democratic,OR
1988,Pennsylvania,2194944,"Dukakis, Michael",Democratic,PA
1988,Rhode Island,225123,"Dukakis, Michael",Democratic,RI
1988,South Carolina,370554,"Dukakis, Michael",Democratic,SC
1988,South Dakota,145560,"Dukakis, Michael",Democratic,SD
1988,Tennessee,679794,"Dukakis, Michael",Democratic,TN
1988,Texas,2352748,"Dukakis, Michael",Democratic,TX
1988,Utah,207343,"Dukakis, Michael",Democratic,UT
1988,Vermont,115775,"Dukakis, Michael",Democratic,VT
1988,Virginia,859799,"Dukakis, Michael",Democratic,VA
1988,Washington,933516,"Dukakis, Michael",Democratic,WA
1988,West Virginia,341016,"Dukakis, Michael",Democratic,WV
1988,Wisconsin,1126794,"Dukakis, Michael",Democratic,WI
1988,Wyoming,67113,"Dukakis, Michael",Democratic,WY
1988,Washington DC,159407,"Dukakis, Michael",Democratic,DC
1988,Alabama,815576,"Bush, George H.W.",Republican,AL
1988,Alaska,119251,"Bush, George H.W.",Republican,AK
1988,Arizona,702541,"Bush, George H.W.",Republican,AZ
1988,Arkansas,466578,"Bush, George H.W.",Republican,AR
1988,California,5054917,"Bush, George H.W.",Republican,CA
1988,Colorado,728177,"Bush, George H.W.",Republican,CO
1988,Connecticut,750241,"Bush, George H.W.",Republican,CT
1988,Delaware,139639,"Bush, George H.W.",Republican,DE
